,AWND,AWND_ATTRIBUTES,DATE,ELEVATION,FMTM,FMTM_ATTRIBUTES,LATITUDE,LONGITUDE,NAME,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT22,WT22_ATTRIBUTES
1020,8.28,",,W",2001-02-16,190.5, 2046,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2045,",,W",0.16,",,W,2400",,,,,,,USW00014753,31,",,W",38,",,W",23,",,W",,,  150,",,W",  140,",,W",17.9,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,19.01,",,W",2001-02-17,190.5, 1418,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1236,",,W",0.01,",,W,2400",,,,,,,USW00014753,23,",,W",32,",,W",14,",,W",,,  300,",,W",  280,",,W",44.1,",,W",57.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,13.42,",,W",2001-02-18,190.5, 0029,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0012,",,W",0.00,",,W,2400",,,,,,,USW00014753,17,",,W",26,",,W",8,",,W",,,  310,",,W",  290,",,W",29.1,",,W",36.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,18.12,",,W",2001-02-19,190.5, 2057,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2022,",,W",0.00,",,W,2400",,,,,,,USW00014753,27,",,W",37,",,W",17,",,W",,,  210,",,W",  200,",,W",29.1,",,W",36.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,16.33,",,W",2001-02-20,190.5, 0106,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0136,",,W",0.00,",,W,2400",,,,,,,USW00014753,43,",,W",53,",,W",33,",,W",,,  210,",,W",  210,",,W",23.9,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,20.36,",,W",2001-02-21,190.5, 1810,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1834,",,W",0.00,",,W,2400",,,,,,,USW00014753,27,",,W",39,",,W",14,",,W",,,  290,",,W",  300,",,W",36.0,",,W",44.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,6.93,",,W",2001-02-22,190.5, 0005,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0005,",,W",0.01,",,W,2400",,,,,,,USW00014753,15,",,W",22,",,W",8,",,W",,,  300,",,W",  300,",,W",21.9,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,12.08,",,W",2001-02-23,190.5, 2202,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2123,",,W",0.12,",,W,2400",,,,,,,USW00014753,27,",,W",36,",,W",18,",,W",,,  290,",,W",  270,",,W",29.1,",,W",36.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,13.20,",,W",2001-02-24,190.5, 0656,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0655,",,W",0.00,",,W,2400",,,,,,,USW00014753,24,",,W",29,",,W",19,",,W",,,  320,",,W",  320,",,W",28.0,",,W",33.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,15.88,",,W",2001-02-25,190.5, 2130,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2129,",,W",0.29,",,W,2400",,,,,,,USW00014753,35,",,W",47,",,W",23,",,W",,,  180,",,W",  180,",,W",28.0,",,W",36.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,17.22,",,W",2001-02-26,190.5, 1329,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1317,",,W",0.00,",,W,2400",,,,,,,USW00014753,37,",,W",46,",,W",28,",,W",,,  280,",,W",  270,",,W",32.0,",,W",42.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,14.32,",,W",2001-02-27,190.5, 1528,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1526,",,W",0.00,",,W,2400",,,,,,,USW00014753,33,",,W",42,",,W",24,",,W",,,  270,",,W",  290,",,W",25.1,",,W",32.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,13.20,",,W",2001-02-28,190.5, 1406,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1405,",,W",0.00,",,W,2400",,,,,,,USW00014753,23,",,W",28,",,W",17,",,W",,,  290,",,W",  300,",,W",25.9,",,W",32.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,11.63,",,W",2001-03-01,190.5, 1538,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1538,",,W",0.00,",,W,2400",,,,,,,USW00014753,22,",,W",28,",,W",15,",,W",,,  290,",,W",  290,",,W",21.9,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,5.82,",,W",2001-03-02,190.5, 0020,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0020,",,W",0.01,",,W,2400",,,,,,,USW00014753,22,",,W",26,",,W",17,",,W",,,  360,",,W",  360,",,W",14.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,8.28,",,W",2001-03-03,190.5, 1955,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1653,",,W",0.02,",,W,2400",,,,,,,USW00014753,25,",,W",28,",,W",21,",,W",,,   50,",,W",   70,",,W",15.0,",,W",21.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,10.29,",,W",2001-03-04,190.5, 1050,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1046,",,W",0.02,",,W,2400",,,,,,,USW00014753,25,",,W",28,",,W",21,",,W",,,   70,",,W",   60,",,W",17.9,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,17.45,",,W",2001-03-05,190.5, 0813,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0909,",,W",1.46,",,W,2400",,,,,,,USW00014753,29,",,W",32,",,W",26,",,W",,,   70,",,W",   60,",,W",30.0,",,W",40.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,14.32,",,W",2001-03-06,190.5, 1303,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0223,",,W",1.58,",,W,2400",,,,,,,USW00014753,29,",,W",31,",,W",27,",,W",,,   20,",,W",   50,",,W",21.0,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,9.84,",,W",2001-03-07,190.5, 1414,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1525,",,W",0.03,",,W,2400",,,,,,,USW00014753,26,",,W",29,",,W",23,",,W",,,  360,",,W",  350,",,W",17.0,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,8.50,",,W",2001-03-08,190.5, 2001,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2000,",,W",0.00,",,W,2400",,,,,,,USW00014753,31,",,W",38,",,W",24,",,W",,,  180,",,W",  180,",,W",19.9,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,14.99,",,W",2001-03-09,190.5, 1808,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1858,",,W",0.52,",,W,2400",,,,,,,USW00014753,33,",,W",38,",,W",28,",,W",,,   60,",,W",   50,",,W",23.9,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,20.13,",,W",2001-03-10,190.5, 1211,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1153,",,W",0.17,",,W,2400",,,,,,,USW00014753,34,",,W",39,",,W",28,",,W",,,  310,",,W",  320,",,W",34.9,",,W",44.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,16.78,",,W",2001-03-11,190.5, 2040,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2039,",,W",0.00,",,W,2400",,,,,,,USW00014753,34,",,W",43,",,W",25,",,W",,,  290,",,W",  290,",,W",38.0,",,W",45.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,12.30,",,W",2001-03-12,190.5, 0724,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0724,",,W",0.00,",,W,2400",,,,,,,USW00014753,32,",,W",40,",,W",24,",,W",,,  310,",,W",  310,",,W",28.0,",,W",32.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,11.63,",,W",2001-03-13,190.5, 0532,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0532,",,W",0.78,",,W,2400",,,,,,,USW00014753,34,",,W",40,",,W",28,",,W",,,  100,",,W",  110,",,W",23.0,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,18.12,",,W",2001-03-14,190.5, 1841,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1843,",,W",0.01,",,W,2400",,,,,,,USW00014753,37,",,W",42,",,W",32,",,W",,,  280,",,W",  280,",,W",38.0,",,W",48.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,15.43,",,W",2001-03-15,190.5, 0209,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0040,",,W",0.00,",,W,2400",,,,,,,USW00014753,40,",,W",47,",,W",32,",,W",,,  280,",,W",  300,",,W",28.0,",,W",38.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,9.40,",,W",2001-03-16,190.5, 0831,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0828,",,W",0.00,",,W,2400",,,,,,,USW00014753,41,",,W",49,",,W",33,",,W",,,  340,",,W",  320,",,W",17.0,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,7.16,",,W",2001-03-17,190.5, 2100,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2059,",,W",0.02,",,W,2400",,,,,,,USW00014753,39,",,W",45,",,W",32,",,W",,,  150,",,W",  150,",,W",15.0,",,W",17.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,12.53,",,W",2001-03-18,190.5, 2046,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2045,",,W",0.10,",,W,2400",,,,,,,USW00014753,37,",,W",43,",,W",31,",,W",,,  330,",,W",  320,",,W",30.0,",,W",38.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,14.09,",,W",2001-03-19,190.5, 1437,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2356,",,W",0.00,",,W,2400",,,,,,,USW00014753,39,",,W",46,",,W",31,",,W",,,  320,",,W",  320,",,W",21.0,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,8.95,",,W",2001-03-20,190.5, 1914,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1948,",,W",0.00,",,W,2400",,,,,,,USW00014753,41,",,W",50,",,W",32,",,W",,,  150,",,W",  200,",,W",17.0,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,15.21,",,W",2001-03-21,190.5, 2353,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2224,",,W",0.57,",,W,2400",,,,,,,USW00014753,40,",,W",45,",,W",35,",,W",,,   70,",,W",   60,",,W",28.0,",,W",38.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,20.36,",,W",2001-03-22,190.5, 0316,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0202,",,W",3.26,",,W,2400",,,,,,,USW00014753,38,",,W",42,",,W",33,",,W",,,   80,",,W",   60,",,W",34.9,",,W",46.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,21.47,",,W",2001-03-23,190.5, 1022,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1021,",,W",0.11,",,W,2400",,,,,,,USW00014753,36,",,W",40,",,W",31,",,W",,,  300,",,W",  290,",,W",32.0,",,W",40.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,19.69,",,W",2001-03-24,190.5, 1214,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1216,",,W",0.00,",,W,2400",,,,,,,USW00014753,41,",,W",50,",,W",32,",,W",,,  250,",,W",  260,",,W",34.9,",,W",42.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,13.20,",,W",2001-03-25,190.5, 0144,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0149,",,W",0.00,",,W,2400",,,,,,,USW00014753,35,",,W",42,",,W",27,",,W",,,  280,",,W",  290,",,W",25.1,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,5.82,",,W",2001-03-26,190.5, 1805,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1805,",,W",0.48,",,W,2400",,,,,,,USW00014753,32,",,W",37,",,W",26,",,W",,,   50,",,W",   50,",,W",13.0,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,15.43,",,W",2001-03-27,190.5, 1536,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1512,",,W",0.03,",,W,2400",,,,,,,USW00014753,27,",,W",35,",,W",19,",,W",,,  280,",,W",  270,",,W",25.1,",,W",31.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,12.53,",,W",2001-03-28,190.5, 1552,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1547,",,W",0.00,",,W,2400",,,,,,,USW00014753,34,",,W",43,",,W",24,",,W",,,  290,",,W",  280,",,W",21.0,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,9.17,",,W",2001-03-29,190.5, 2110,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2128,",,W",0.00,",,W,2400",,,,,,,USW00014753,38,",,W",46,",,W",29,",,W",,,  160,",,W",  150,",,W",15.0,",,W",17.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,23.71,",,W",2001-03-30,190.5, 1614,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1648,",,W",2.64,",,W,2400",,,,,,,USW00014753,34,",,W",36,",,W",32,",,W",,,   50,",,W",   60,",,W",42.9,",,W",55.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,11.41,",,W",2001-03-31,190.5, 0440,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0232,",,W",0.01,",,W,2400",,,,,,,USW00014753,37,",,W",42,",,W",31,",,W",,,  330,",,W",  310,",,W",21.0,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,10.74,",,W",2001-04-01,190.5, 2202,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1659,",,W",0.00,",,W,2400",,,,,,,USW00014753,32,",,W",33,",,W",30,",,W",,,   10,",,W",   50,",,W",16.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,10.29,",,W",2001-04-02,190.5, 1050,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0649,",,W",0.00,",,W,2400",,,,,,,USW00014753,35,",,W",40,",,W",29,",,W",,,  330,",,W",  350,",,W",17.9,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,10.96,",,W",2001-04-03,190.5, 1226,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1225,",,W",0.00,",,W,2400",,,,,,,USW00014753,38,",,W",48,",,W",27,",,W",,,  310,",,W",  300,",,W",21.9,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,9.17,",,W",2001-04-04,190.5, 2132,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2126,",,W",0.00,",,W,2400",,,,,,,USW00014753,42,",,W",51,",,W",33,",,W",,,  210,",,W",  200,",,W",16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,11.18,",,W",2001-04-05,190.5, 1045,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1033,",,W",0.00,",,W,2400",,,,,,,USW00014753,45,",,W",56,",,W",33,",,W",,,  330,",,W",  350,",,W",21.0,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,10.29,",,W",2001-04-06,190.5, 1618,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1621,",,W",0.24,",,W,2400",,,,,,,USW00014753,47,",,W",58,",,W",36,",,W",,,  180,",,W",  180,",,W",21.9,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,11.63,",,W",2001-04-07,190.5, 1323,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0232,",,W",0.00,",,W,2400",,,,,,,USW00014753,39,",,W",44,",,W",33,",,W",,,   50,",,W",   20,",,W",19.9,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,10.96,",,W",2001-04-08,190.5, 1204,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1203,",,W",0.46,",,W,2400",,,,,,,USW00014753,36,",,W",39,",,W",32,",,W",,,  150,",,W",  150,",,W",21.9,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,9.40,",,W",2001-04-09,190.5, 1653,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1652,",,W",0.06,",,W,2400",,,,,,,USW00014753,53,",,W",68,",,W",38,",,W",,,  100,",,W",  110,",,W",19.9,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,8.72,",,W",2001-04-10,190.5, 2259,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2301,",,W",0.01,",,W,2400",,,,,,,USW00014753,50,",,W",58,",,W",41,",,W",,,  180,",,W",  190,",,W",14.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,10.96,",,W",2001-04-11,190.5, 1533,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1533,",,W",0.00,",,W,2400",,,,,,,USW00014753,48,",,W",56,",,W",40,",,W",,,  170,",,W",  180,",,W",17.9,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,9.62,",,W",2001-04-12,190.5, 1116,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0633,",,W",0.39,",,W,2400",,,,,,,USW00014753,44,",,W",47,",,W",41,",,W",,,  110,",,W",  110,",,W",17.9,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,13.87,",,W",2001-04-13,190.5, 1805,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1600,",,W",0.01,",,W,2400",,,,,,,USW00014753,52,",,W",63,",,W",40,",,W",,,  290,",,W",  290,",,W",38.0,",,W",47.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,19.69,",,W",2001-04-14,190.5, 1022,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1022,",,W",0.00,",,W,2400",,,,,,,USW00014753,50,",,W",59,",,W",40,",,W",,,  310,",,W",  320,",,W",38.0,",,W",45.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,13.20,",,W",2001-04-15,190.5, 1323,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1323,",,W",0.00,",,W,2400",,,,,,,USW00014753,48,",,W",59,",,W",37,",,W",,,  310,",,W",  310,",,W",28.0,",,W",34.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,8.50,",,W",2001-04-16,190.5, 1730,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1729,",,W",0.00,",,W,2400",,,,,,,USW00014753,46,",,W",54,",,W",37,",,W",,,  140,",,W",  150,",,W",16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,9.62,",,W",2001-04-17,190.5, 2200,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 2153,",,W",0.00,",,W,2400",,,,,,,USW00014753,45,",,W",53,",,W",37,",,W",,,   60,",,W",   70,",,W",16.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,16.55,",,W",2001-04-18,190.5, 1419,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0956,",,W",0.30,",,W,2400",,,,,,,USW00014753,41,",,W",51,",,W",31,",,W",,,  320,",,W",  340,",,W",29.1,",,W",34.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,11.18,",,W",2001-04-19,190.5, 1627,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1533,",,W",0.00,",,W,2400",,,,,,,USW00014753,41,",,W",52,",,W",29,",,W",,,  280,",,W",  250,",,W",21.9,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,13.87,",,W",2001-04-20,190.5, 1531,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1532,",,W",0.00,",,W,2400",,,,,,,USW00014753,51,",,W",65,",,W",36,",,W",,,  190,",,W",  180,",,W",25.1,",,W",31.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,15.43,",,W",2001-04-21,190.5, 1319,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1500,",,W",0.00,",,W,2400",,,,,,,USW00014753,56,",,W",66,",,W",46,",,W",,,  180,",,W",  180,",,W",28.0,",,W",33.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,18.79,",,W",2001-04-22,190.5, 1737,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1733,",,W",0.01,",,W,2400",,,,,,,USW00014753,68,",,W",85,",,W",51,",,W",,,  290,",,W",  290,",,W",36.0,",,W",46.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,8.50,",,W",2001-04-23,190.5, 1646,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1641,",,W",0.00,",,W,2400",,,,,,,USW00014753,65,",,W",78,",,W",51,",,W",,,  190,",,W",  180,",,W",25.1,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,9.40,",,W",2001-04-24,190.5, 0909,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0907,",,W",0.00,",,W,2400",,,,,,,USW00014753,66,",,W",82,",,W",49,",,W",,,  210,",,W",  210,",,W",23.0,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,8.50,",,W",2001-04-25,190.5, 0933,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1041,",,W",0.00,",,W,2400",,,,,,,USW00014753,50,",,W",55,",,W",44,",,W",,,  320,",,W",  320,",,W",16.1,",,W",17.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,12.53,",,W",2001-04-26,190.5, 1110,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1109,",,W",0.00,",,W,2400",,,,,,,USW00014753,47,",,W",55,",,W",39,",,W",,,   50,",,W",   60,",,W",19.9,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,8.95,",,W",2001-04-27,190.5, 0834,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0834,",,W",0.00,",,W,2400",,,,,,,USW00014753,51,",,W",63,",,W",38,",,W",,,   10,",,W",   10,",,W",14.1,",,W",17.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,16.33,",,W",2001-04-28,190.5, 1235,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1323,",,W",0.00,",,W,2400",,,,,,,USW00014753,50,",,W",58,",,W",42,",,W",,,  310,",,W",  320,",,W",25.9,",,W",31.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,11.18,",,W",2001-04-29,190.5, 1358,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1353,",,W",0.00,",,W,2400",,,,,,,USW00014753,48,",,W",61,",,W",35,",,W",,,  320,",,W",  310,",,W",19.9,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,11.63,",,W",2001-04-30,190.5, 1307,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1306,",,W",0.00,",,W,2400",,,,,,,USW00014753,58,",,W",73,",,W",43,",,W",,,  290,",,W",  290,",,W",21.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,10.29,",,W",2001-05-01,190.5, 1557,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1556,",,W",0.00,",,W,2400",,,,,,,USW00014753,72,",,W",85,",,W",58,",,W",,,   90,",,W",  100,",,W",21.0,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,10.96,",,W",2001-05-02,190.5, 1532,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1532,",,W",0.00,",,W,2400",,,,,,,USW00014753,77,",,W",92,",,W",62,",,W",,,  290,",,W",  290,",,W",19.9,",,W",23.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,14.99,",,W",2001-05-03,190.5, 1213,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1423,",,W",0.00,",,W,2400",,,,,,,USW00014753,78,",,W",91,",,W",65,",,W",,,  290,",,W",  260,",,W",23.9,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,13.42,",,W",2001-05-04,190.5, 1153,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 1137,",,W",0.00,",,W,2400",,,,,,,USW00014753,78,",,W",90,",,W",66,",,W",,,  310,",,W",  290,",,W",21.9,",,W",28.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,12.30,",,W",2001-05-05,190.5, 2032,",,W",42.2123,-71.1137,"BLUE HILL LCD, MA US", 0257,",,W",0.01,",,W,2400",,,,,,,USW00014753,58,",,W",71,",,W",45,",,W",,,  360,",,W",   20,",,W",21.0,",,W",30.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
