,DAPR,DAPR_ATTRIBUTES,DATE,ELEVATION,LATITUDE,LONGITUDE,MDPR,MDPR_ATTRIBUTES,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES
7439,,,1963-11-09,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.71,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7440,,,1963-11-10,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.11,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7441,,,1963-11-11,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.21,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7442,,,1963-11-12,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.17,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7443,,,1963-11-13,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7444,,,1963-11-14,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7445,,,1963-11-15,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,0,0700",0.4,",,0,",0.0,"T,,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7446,,,1963-11-16,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,"T,,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7447,,,1963-11-17,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7448,,,1963-11-18,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7449,,,1963-11-19,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7450,,,1963-11-20,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7451,,,1963-11-21,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7452,,,1963-11-22,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.05,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7453,,,1963-11-23,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7454,,,1963-11-24,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.83,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7455,,,1963-11-25,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7456,,,1963-11-26,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7457,,,1963-11-27,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7458,,,1963-11-28,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7459,,,1963-11-29,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7460,,,1963-11-30,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",1.16,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7461,,,1963-12-01,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.05,",,0,0700",0.0,"T,,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7462,,,1963-12-02,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",0.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7463,,,1963-12-03,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.30,",,0,0700",4.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7464,,,1963-12-04,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.03,",,0,0700",1.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7465,,,1963-12-05,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",3.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7466,,,1963-12-06,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.1,",,0,",2.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7467,,,1963-12-07,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.03,",,0,0700",0.5,",,0,",3.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7468,,,1963-12-08,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",2.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7469,,,1963-12-09,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.98,",,0,0700",0.0,",,0,",0.0,"T,,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7470,,,1963-12-10,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.11,",,0,0700",0.5,",,0,",1.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7471,,,1963-12-11,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",1.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7472,,,1963-12-12,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",1.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7473,,,1963-12-13,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.33,",,0,0700",4.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7474,,,1963-12-14,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7475,,,1963-12-15,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7476,,,1963-12-16,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7477,,,1963-12-17,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7478,,,1963-12-18,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7479,,,1963-12-19,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.15,",,0,0700",1.2,",,0,",5.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7480,,,1963-12-20,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",5.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7481,,,1963-12-21,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",5.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7482,,,1963-12-22,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",5.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7483,,,1963-12-23,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7484,,,1963-12-24,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.46,",,0,0700",4.7,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7485,,,1963-12-25,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",7.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7486,,,1963-12-26,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",6.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7487,,,1963-12-27,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.06,",,0,0700",0.7,",,0,",6.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7488,,,1963-12-28,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.14,",,0,0700",3.5,",,0,",9.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7489,,,1963-12-29,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,0,0700",0.1,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7490,,,1963-12-30,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7491,,,1963-12-31,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7492,,,1964-01-01,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7493,,,1964-01-02,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.38,",,0,0700",1.3,",,0,",6.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7494,,,1964-01-03,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",5.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7495,,,1964-01-04,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7496,,,1964-01-05,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7497,,,1964-01-06,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7498,,,1964-01-07,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.06,",,0,0700",0.0,"T,,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7499,,,1964-01-08,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500,,,1964-01-09,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7501,,,1964-01-10,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.56,",,0,0700",0.7,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7502,,,1964-01-11,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7503,,,1964-01-12,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7504,,,1964-01-13,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7505,,,1964-01-14,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.61,",,0,0700",10.0,",,0,",14.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7506,,,1964-01-15,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",14.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7507,,,1964-01-16,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",14.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7508,,,1964-01-17,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",13.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7509,,,1964-01-18,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",12.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7510,,,1964-01-19,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",11.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7511,,,1964-01-20,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",11.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,,,1964-01-21,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",1.58,",,0,0700",0.0,",,0,",9.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7513,,,1964-01-22,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.54,",,0,0700",1.2,",,0,",9.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7514,,,1964-01-23,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",9.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7515,,,1964-01-24,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7516,,,1964-01-25,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.22,",,0,0700",0.0,",,0,",7.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7517,,,1964-01-26,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.58,",,0,0700",0.0,",,0,",0.0,"T,,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7518,,,1964-01-27,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",0.0,"T,,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7519,,,1964-01-28,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.17,",,0,0700",1.6,",,0,",2.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7520,,,1964-01-29,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.39,",,0,0700",6.9,",,0,",9.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7521,,,1964-01-30,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",9.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7522,,,1964-01-31,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7523,,,1964-02-01,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.05,",,0,0700",0.7,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7524,,,1964-02-02,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.25,",,0,0700",1.0,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7525,,,1964-02-03,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7526,,,1964-02-04,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7527,,,1964-02-05,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7528,,,1964-02-06,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",8.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7529,,,1964-02-07,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",1.41,",,0,0700",7.2,",,0,",14.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7530,,,1964-02-08,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,0,0700",0.1,",,0,",13.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7531,,,1964-02-09,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.03,",,0,0700",0.5,",,0,",12.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7532,,,1964-02-10,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",12.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7533,,,1964-02-11,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",12.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7534,,,1964-02-12,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",12.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7535,,,1964-02-13,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",11.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7536,,,1964-02-14,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.02,",,0,0700",0.2,",,0,",11.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7537,,,1964-02-15,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",11.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7538,,,1964-02-16,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.45,",,0,0700",4.1,",,0,",15.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7539,,,1964-02-17,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.67,",,0,0700",9.4,",,0,",24.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7540,,,1964-02-18,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",23.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7541,,,1964-02-19,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.03,",,0,0700",0.4,",,0,",22.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7542,,,1964-02-20,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.25,",,0,0700",3.3,",,0,",25.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7543,,,1964-02-21,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",24.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7544,,,1964-02-22,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",24.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7545,,,1964-02-23,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",24.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7546,,,1964-02-24,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",24.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7547,,,1964-02-25,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",23.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7548,,,1964-02-26,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",23.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7549,,,1964-02-27,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,"T,,0,0700",0.0,"T,,0,",22.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7550,,,1964-02-28,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.01,",,0,0700",0.1,",,0,",22.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7551,,,1964-02-29,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.02,",,0,0700",0.3,",,0,",21.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7552,,,1964-03-01,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",20.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7553,,,1964-03-02,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",17.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7554,,,1964-03-03,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",15.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7555,,,1964-03-04,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",12.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7556,,,1964-03-05,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.09,",,0,0700",0.0,",,0,",11.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7557,,,1964-03-06,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.08,",,0,0700",0.0,",,0,",5.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7558,,,1964-03-07,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",5.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7559,,,1964-03-08,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.00,",,0,0700",0.0,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7560,,,1964-03-09,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.23,",,0,0700",0.3,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7561,,,1964-03-10,337.7,42.6178,-71.9159,,,"ASHBURNHAM, MA US",0.91,",,0,0700",0.5,",,0,",4.0,",,0,",USC00190190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
